The Best Chicken Fried Steak,40,4 steaks,"['4 (1/2 pound) beef cube steaks', '2 cups all-purpose flour', '2 teaspoons baking powder', '1 teaspoon baking soda', '1 teaspoon black pepper', '¾ teaspoon salt', '1 ½ cups buttermilk', '1 egg', '1 tablespoon hot pepper sauce (e.g. Tabasco™)', '2 cloves garlic, minced', '3 cups vegetable shortening for deep frying', '¼ cup all-purpose flour', '4 cups milk', 'kosher salt and ground black pepper to taste']","Pound the steaks to about 1/4-inch thickness. Place 2 cups of flour in a shallow bowl. Stir together the baking powder, baking soda, pepper, and salt in a separate shallow bowl; stir in the buttermilk, egg, Tabasco Sauce, and garlic. Dredge each steak first in the flour, then in the batter, and again in the flour. Pat the flour onto the surface of each steak so they are completely coated with dry flour.
Heat the shortening in a deep cast-iron skillet to 325 degrees F (165 degrees C). Fry the steaks until evenly golden brown, 3 to 5 minutes per side. Place fried steaks on a plate with paper towels to drain. Drain the fat from the skillet, reserving 1/4 cup of the liquid and as much of the solid remnants as possible.
Return the skillet to medium-low heat with the reserved oil. Whisk the remaining flour into the oil. Scrape the bottom of the pan with a spatula to release solids into the gravy. Stir in the milk, raise the heat to medium, and bring the gravy to a simmer, cook until thick, 6 to 7 minutes. Season with kosher salt and pepper. Spoon the gravy over the steaks to serve.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5179074.jpg,allrecipes.com
Corn Dogs,40,16 corndogs,"['1 cup yellow cornmeal', '1 cup all-purpose flour', '¼ teaspoon salt', '⅛ teaspoon black pepper', '¼ cup white sugar', '4 teaspoons baking powder', '1 egg', '1 cup milk', '1 quart vegetable oil for frying', '2 (16 ounce) packages beef frankfurters', '16 wooden skewers']","In a medium bowl, combine cornmeal, flour, salt, pepper, sugar and baking powder. Stir in eggs and milk.
Preheat oil in a deep saucepan over medium heat. Insert wooden skewers into frankfurters. Roll frankfurters in batter until well coated.
Fry 2 or 3 corn dogs at a time until lightly browned, about 3 minutes. Drain on paper towels.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F730146.jpg,allrecipes.com
Slow Cooker Italian Beef for Sandwiches,735,10 servings,"['3 cups water', '1 teaspoon salt', '1 teaspoon ground black pepper', '1 teaspoon dried oregano', '1 teaspoon dried basil', '1 teaspoon onion salt', '1 teaspoon dried parsley', '1 teaspoon garlic powder', '1 bay leaf', '1 (.7 ounce) package dry Italian-style salad dressing mix', '1 (5 pound) rump roast']","Combine water with salt, ground black pepper, oregano, basil, onion salt, parsley, garlic powder, bay leaf, and salad dressing mix in a saucepan. Stir well, and bring to a boil.
Place roast in slow cooker, and pour salad dressing mixture over the meat.
Cover, and cook on Low for 10 to 12 hours, or on High for 4 to 5 hours. When done, remove bay leaf, and shred meat with a fork.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F178087.jpg,allrecipes.com
Reuben Sandwich II,25,4 sandwiches,"['2 tablespoons butter', '8 slices rye bread', '8 slices deli sliced corned beef', '8 slices Swiss cheese', '1 cup sauerkraut, drained', '½ cup Thousand Island dressing']","Preheat a large skillet or griddle on medium heat.
Lightly butter one side of bread slices. Spread non-buttered sides with Thousand Island dressing. On 4 bread slices, layer 1 slice Swiss cheese, 2 slices corned beef, 1/4 cup sauerkraut and second slice of Swiss cheese. Top with remaining bread slices, buttered sides out.
Grill sandwiches until both sides are golden brown, about 5 minutes per side. Serve hot.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1340290.jpg,allrecipes.com
Savory Pumpkin Hummus,135,16 servings,"['2 tablespoons lemon juice', '2 tablespoons tahini', '3 cloves garlic', '¾ teaspoon salt', '2 (15 ounce) cans garbanzo beans, drained', '2 teaspoons extra-virgin olive oil', '1 (15 ounce) can pumpkin puree', '1 teaspoon ground cumin', '½ teaspoon cayenne pepper', '¼ cup toasted pumpkin seed kernels, or more to taste', '1 pinch paprika']","Pulse lemon juice, tahini, garlic, and salt together in a food processor or blender until smooth. Add garbanzo beans and olive oil and pulse until smooth. Add pumpkin, cumin, and cayenne pepper; process until well blended. Transfer hummus to a container with a lid and refrigerate at least 2 hours.
Fold pumpkin seeds into hummus; garnish with paprika.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1526126.jpg,allrecipes.com
Jeff's Hot Dog Chili,30,6 servings,"['1 pound ground beef', '⅓ cup water', '½ (10 ounce) can tomato sauce', '½ cup ketchup', '2 ½ teaspoons chili powder', '½ teaspoon salt', '½ teaspoon ground black pepper', '½ teaspoon white sugar', '½ teaspoon onion powder', '1 dash Worcestershire sauce']","Place ground beef in a large saucepan with water and mash the beef with a potato masher to break apart. Stir in tomato sauce, ketchup, chili powder, salt, black pepper, sugar, onion powder, and Worcestershire sauce. Bring to a boil and cook over medium heat until the chili has thickened slightly and the beef is fully cooked, about 20 minutes.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F869971.jpg,allrecipes.com
Homemade Hamburger Buns,225,8 buns,"[""1 (.25 ounce) package active dry yeast (such as Fleischmann's ActiveDry Yeast®)"", '1 pound all-purpose flour, or as needed - divided', '1 cup warm water (105 degrees F/41 degrees C)', '1 large egg', '3 tablespoons butter, melted', '3 tablespoons white sugar', '1 ¼ teaspoons salt', '1 teaspoon olive oil', '1 egg, beaten', '1 tablespoon milk', '1 teaspoon sesame seeds, or as needed']","Line a baking sheet with a silicone mat or parchment paper.
Place yeast into bowl of a large stand mixer; whisk in 1/2 cup flour and warm water until smooth. Let stand until mixture is foamy, 10 to 15 minutes.
Whisk 1 egg, melted butter, sugar, and salt thoroughly into yeast mixture. Add remaining flour (about 3 cups).
Fit a dough hook onto stand mixer and knead the dough on low speed until soft and sticky, 5 to 6 minutes. Scrape sides if needed. Poke and prod the dough with a silicone spatula; if large amounts of dough stick to the spatula, add a little more flour.
Transfer dough onto a floured work surface; dough will be sticky and elastic but not stick to your fingers. Form the dough lightly into a smooth, round shape, gently tucking loose ends underneath.
Wipe out stand mixer bowl, drizzle olive oil into the bowl, and turn dough over in the bowl several times to coat surface thinly with oil. Cover bowl with aluminum foil. Let dough rise in a warm place until doubled, about 2 hours.
Transfer dough to a floured work surface and pat to flatten bubbles and form into a slightly rounded rectangle of dough about 5x10 inches and about 1/2 inch thick. Dust dough lightly with flour if needed. Cut dough into 8 equal pieces. Form each piece into a round shape, gently tucking ends underneath as before.
Use your hands to gently pat and stretch the dough rounds into flat disc shapes about 1/2 inch thick. Arrange buns about 1/2 inch apart on prepared baking sheet. Dust buns very lightly with flour. Drape a piece of plastic wrap over the baking sheet (do not seal tightly). Let buns rise until doubled, about 1 hour.
Preheat oven to 375 degrees F (190 degrees C).
Beat 1 egg with milk in a small bowl, using a fork, until mixture is thoroughly combined. Very gently and lightly brush tops of buns with egg wash without deflating the risen dough. Sprinkle each bun with sesame seeds.
Bake in the preheated oven until lightly browned on top, 15 to 17 minutes. Buns will stick together slightly where they touch. Let cool completely, tear the buns apart, and slice in half crosswise to serve.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2212308.jpg,allrecipes.com
Chef John's Pita Bread,195,8 pita breads,"['1 (.25 ounce) package active dry yeast', '1 cup warm water (90 to 100 degrees F/32 to 38 degrees C)', '1 cup all-purpose flour', '1 ½ tablespoons olive oil', '1 ¾ teaspoons salt', '1 ¾ cups all-purpose flour, or more as needed', '1 teaspoon olive oil, divided']","Place yeast into the work bowl of a stand mixer and add 1 cup warm water and 1 cup flour. Whisk together and let stand 15 to 20 minutes for mixture to rise and make a loose sponge. Mixture will bubble and foam.
Pour 1 1/2 tablespoons olive oil and salt into sponge; add 1 3/4 cup flour. Mix at low speed, using a dough hook attachment, until dough is soft, supple, and slightly sticky. If dough sticks to the sides of the bowl, add up to 1/4 cup more flour, a little at a time.
Knead dough with machine on low speed until slightly springy and still soft, 5 to 6 minutes. Turn dough out onto a floured work surface and form into a ball.
Wipe inside of bowl with 1/4 teaspoon olive oil. Turn dough around in bowl to cover with a thin film of oil; cover bowl with foil and let sit until dough has doubled in size, about 2 hours.
Remove dough from bowl and place onto a floured work surface. Lightly pat into a flat shape about 1 inch thick. Use a knife to cut dough into 8 pieces.
Form each piece into a small round ball with a smooth top, pulling dough from the sides and tucking the ends underneath the bottom.
Cover dough balls with lightly oiled plastic wrap and let rest for 30 minutes.
Sprinkle a small amount of flour on a work surface and top of a dough ball; gently pat dough ball flat with your fingers, forming a flat, round bread about 1/4 inch thick. Let dough round rest for 5 minutes. Repeat with remaining dough balls.
Brush a cast-iron skillet with remaining 3/4 teaspoon olive oil and place over medium-high heat. Lay pita bread into hot skillet and cook until bread begins to puff up and bottom has brown spots and blisters, about 3 minutes. Flip, cook 2 more minutes, and flip back onto original side to cook for about 30 more seconds. Pita bread will begin to puff up and fill with hot air. Stack cooked breads on a plate; when cool enough to handle, break breads in half and open the pocket inside for stuffing.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5679240.jpg,allrecipes.com
Spiced Slow Cooker Applesauce,400,8 servings,"['8 eaches apples - peeled, cored, and thinly sliced', '½ cup water', '¾ cup packed brown sugar', '½ teaspoon pumpkin pie spice']",Combine the apples and water in a slow cooker; cook on Low for 6 to 8 hours. Stir in the brown sugar and pumpkin pie spice; continue cooking another 30 minutes.,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F277498.jpg,allrecipes.com
Meatball Sandwich,40,4 servings,"['1 pound ground beef', '¾ cup bread crumbs', '2 teaspoons dried Italian seasoning', '2 cloves garlic, minced', '2 tablespoons chopped fresh parsley', '2 tablespoons grated Parmesan cheese', '1 egg, beaten', '1 French baguette', '1 tablespoon extra-virgin olive oil', '½ teaspoon garlic powder', '1 pinch salt, or to taste', '1 (14 ounce) jar spaghetti sauce', '4 slices provolone cheese']","Preheat the oven to 350 degrees F (175 degrees C).
In a medium bowl, gently mix by hand the ground beef, bread crumbs, Italian seasoning, garlic, parsley, Parmesan cheese, and egg. Shape into 12 meatballs, and place in a baking dish.
Bake for 15 to 20 minutes in the preheated oven, or until cooked through. Meanwhile, cut the baguette in half lengthwise, and remove some of the bread from the inside to make a well for the meatballs. Brush with olive oil, and season with garlic powder and salt. Slip the baguette into the oven during the last 5 minutes of the meatball's time, or until lightly toasted.
While the bread toasts, warm the spaghetti sauce in a saucepan over medium heat. When the meatballs are done, use a slotted spoon to transfer them to the sauce. Spoon onto the baguette and top with slices of provolone cheese. Return to the oven for 2 to 3 minutes to melt the cheese. Cool slightly, cut into servings, and enjoy!",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2601802.jpg,allrecipes.com
Crab Legs with Garlic Butter Sauce,20,2 servings,"['1 pound Snow Crab clusters, thawed if necessary', '¼ cup butter', '1 clove garlic, minced', '1 ½ teaspoons dried parsley', '⅛ teaspoon salt', '¼ teaspoon fresh-ground black pepper']","Cut a slit, length-wise, into the shell of each piece of crab.
Melt the butter in a large skillet over medium heat; cook the garlic in the butter until translucent; stir in the parsley, salt, and pepper. Continue to heat mixture until bubbling. Add the crab legs; toss to coat; allow to simmer in the butter mixture until completely heated, 5 to 6 minutes.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2027161.jpg,allrecipes.com
Beet Salad with Goat Cheese,40,6 servings,"['4 medium beets - scrubbed, trimmed and cut in half', '⅓ cup chopped walnuts', '3 tablespoons maple syrup', '1 (10 ounce) package mixed baby salad greens', '½ cup frozen orange juice concentrate', '¼ cup balsamic vinegar', '½ cup extra-virgin olive oil', '2 ounces goat cheese']","Place beets into a saucepan, and fill with enough water to cover. Bring to a boil, then cook for 20 to 30 minutes, until tender. Drain and cool, then cut in to cubes.
While the beets are cooking, place the walnuts in a skillet over medium-low heat. Heat until warm and starting to toast, then stir in the maple syrup. Cook and stir until evenly coated, then remove from the heat and set aside to cool.
In a small bowl, whisk together the orange juice concentrate, balsamic vinegar and olive oil to make the dressing.
Place a large helping of baby greens onto each of four salad plates, divide candied walnuts equally and sprinkle over the greens. Place equal amounts of beets over the greens, and top with dabs of goat cheese. Drizzle each plate with some of the dressing.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F864231.jpg,allrecipes.com
Amazingly Good and Healthy Tuna Salad,70,2 servings,"['1 (5 ounce) can tuna in water, drained', '⅓ cup dried cranberries', '½ sweet apple, cut into 1/4-inch pieces', '2 tablespoons light mayonnaise', '1 green onion, chopped', 'sea salt to taste', 'ground black pepper to taste', '4 cups chopped fresh spinach']","Mix tuna, cranberries, apple, mayonnaise, green onion, sea salt, and black pepper together in a bowl; refrigerate 1 hour.
Put 2 cups spinach on each of 2 plates. Top spinach with about half the tuna salad.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1001465.jpg,allrecipes.com
Philly Steak Sandwich,40,4 servings,"['1 pound beef sirloin, cut into thin 2 inch strips', '½ teaspoon salt', '½ teaspoon black pepper', '½ teaspoon paprika', '½ teaspoon chili powder', '½ teaspoon onion powder', '½ teaspoon garlic powder', '½ teaspoon dried thyme', '½ teaspoon dried marjoram', '½ teaspoon dried basil', '3 tablespoons vegetable oil', '1 onion, sliced', '1 green bell pepper, julienned', '3 ounces Swiss cheese, thinly sliced', '4 eaches hoagie rolls, split lengthwise']","Place the beef in a large bowl. In a small bowl, mix together salt, pepper, paprika, chili powder, onion powder, garlic powder, thyme, marjoram and basil. Sprinkle over beef.
Heat half of the oil in a skillet over medium-high heat. Saute beef to desired doneness, and remove from pan. Heat the remaining oil in the skillet, and saute the onion and green pepper.
Preheat oven on broiler setting.
Divide the meat between the bottoms of 4 rolls, layer with onion and green pepper, then top with sliced cheese. Place on cookie sheet, and broil until cheese is melted. Cover with tops of rolls, and serve.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1100227.jpg,allrecipes.com
Easy Slow Cooker French Dip,430,9 servings,"['4 pounds rump roast', '1 (10.5 ounce) can beef broth', '1 (10.5 ounce) can condensed French onion soup', '1 (12 fluid ounce) can or bottle beer', '6 piece (blank)s French rolls', '2 tablespoons butter']","Trim excess fat from the rump roast, and place in a slow cooker. Add the beef broth, onion soup and beer. Cook on Low setting for 7 hours.
Preheat oven to 350 degrees F (175 degrees C).
Split French rolls, and spread with butter. Bake 10 minutes, or until heated through.
Slice the meat on the diagonal, and place on the rolls. Serve the sauce for dipping.",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F10316.jpg,allrecipes.com
